DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2022-02-18,"NO","AUH","F","TOTAL",70876,"NO"
2022-02-18,"NO","AUH","F","TREN",8,"NO"
2022-02-18,"NO","AUH","M","COLECTIVO",2118,"NO"
2022-02-18,"NO","AUH","M","LANCHA",0,"NO"
2022-02-18,"NO","AUH","M","SUBTE",0,"NO"
2022-02-18,"NO","AUH","M","TOTAL",2118,"NO"
2022-02-18,"NO","AUH","M","TREN",0,"NO"
2022-02-18,"NO","JUBILACION","F","COLECTIVO",70088,"NO"
2022-02-18,"NO","JUBILACION","F","LANCHA",1,"NO"
2022-02-18,"NO","JUBILACION","F","SUBTE",0,"NO"
2022-02-18,"NO","JUBILACION","F","TOTAL",70093,"NO"
2022-02-18,"NO","JUBILACION","F","TREN",10,"NO"
2022-02-18,"NO","JUBILACION","M","COLECTIVO",32356,"NO"
2022-02-18,"NO","JUBILACION","M","LANCHA",0,"NO"
2022-02-18,"NO","JUBILACION","M","SUBTE",0,"NO"
2022-02-18,"NO","JUBILACION","M","TOTAL",32359,"NO"
2022-02-18,"NO","JUBILACION","M","TREN",3,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",6419,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",2,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",6422,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","F","TREN",1,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",3076,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",3077,"NO"
2022-02-18,"NO","MONOTRIBUTO SOCIAL","M","TREN",1,"NO"
2022-02-18,"NO","OTRO","F","COLECTIVO",9793,"NO"
2022-02-18,"NO","OTRO","F","LANCHA",0,"NO"
2022-02-18,"NO","OTRO","F","SUBTE",0,"NO"
2022-02-18,"NO","OTRO","F","TOTAL",9794,"NO"
2022-02-18,"NO","OTRO","F","TREN",2,"NO"
2022-02-18,"NO","OTRO","M","COLECTIVO",5152,"NO"
2022-02-18,"NO","OTRO","M","LANCHA",0,"NO"
2022-02-18,"NO","OTRO","M","SUBTE",0,"NO"
2022-02-18,"NO","OTRO","M","TOTAL",5152,"NO"
2022-02-18,"NO","OTRO","M","TREN",1,"NO"
2022-02-18,"NO","PENSION","F","COLECTIVO",37064,"NO"
2022-02-18,"NO","PENSION","F","LANCHA",0,"NO"
2022-02-18,"NO","PENSION","F","SUBTE",0,"NO"
2022-02-18,"NO","PENSION","F","TOTAL",37066,"NO"
2022-02-18,"NO","PENSION","F","TREN",4,"NO"
2022-02-18,"NO","PENSION","M","COLECTIVO",17109,"NO"
2022-02-18,"NO","PENSION","M","LANCHA",0,"NO"
2022-02-18,"NO","PENSION","M","SUBTE",0,"NO"
2022-02-18,"NO","PENSION","M","TOTAL",17109,"NO"
2022-02-18,"NO","PENSION","M","TREN",0,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",27486,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",27488,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",4,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",203,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",203,"NO"
2022-02-18,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2022-02-18,"NO","PROGRESAR","F","COLECTIVO",21198,"NO"
2022-02-18,"NO","PROGRESAR","F","LANCHA",0,"NO"
2022-02-18,"NO","PROGRESAR","F","SUBTE",0,"NO"
2022-02-18,"NO","PROGRESAR","F","TOTAL",21200,"NO"
2022-02-18,"NO","PROGRESAR","F","TREN",5,"NO"
2022-02-18,"NO","PROGRESAR","M","COLECTIVO",8751,"NO"
2022-02-18,"NO","PROGRESAR","M","LANCHA",0,"NO"
2022-02-18,"NO","PROGRESAR","M","SUBTE",0,"NO"
2022-02-18,"NO","PROGRESAR","M","TOTAL",8752,"NO"
2022-02-18,"NO","PROGRESAR","M","TREN",1,"NO"
2022-02-18,"SI",,,"COLECTIVO",1007952,"NO"
2022-02-18,"SI",,,"LANCHA",0,"NO"
2022-02-18,"SI",,,"SUBTE",146300,"NO"
2022-02-18,"SI",,,"TOTAL",1109625,"NO"
2022-02-18,"SI",,,"TREN",213309,"NO"
2022-02-18,"SI",,"F","COLECTIVO",558088,"NO"
2022-02-18,"SI",,"F","LANCHA",0,"NO"
2022-02-18,"SI",,"F","SUBTE",69690,"NO"
2022-02-18,"SI",,"F","TOTAL",601465,"NO"
2022-02-18,"SI",,"F","TREN",109059,"NO"
2022-02-18,"SI",,"M","COLECTIVO",444785,"NO"
2022-02-18,"SI",,"M","LANCHA",0,"NO"
2022-02-18,"SI",,"M","SUBTE",65449,"NO"
2022-02-18,"SI",,"M","TOTAL",489040,"NO"
2022-02-18,"SI",,"M","TREN",112328,"NO"
2022-02-18,"SI","AUH","F","COLECTIVO",214709,"NO"
2022-02-18,"SI","AUH","F","LANCHA",0,"NO"
2022-02-18,"SI","AUH","F","SUBTE",9771,"NO"
2022-02-18,"SI","AUH","F","TOTAL",219117,"NO"
2022-02-18,"SI","AUH","F","TREN",42439,"NO"
2022-02-18,"SI","AUH","M","COLECTIVO",9318,"NO"
2022-02-18,"SI","AUH","M","LANCHA",0,"NO"
2022-02-18,"SI","AUH","M","SUBTE",550,"NO"
2022-02-18,"SI","AUH","M","TOTAL",9567,"NO"
2022-02-18,"SI","AUH","M","TREN",2341,"NO"
2022-02-18,"SI","JUBILACION","F","COLECTIVO",199373,"NO"
2022-02-18,"SI","JUBILACION","F","LANCHA",0,"NO"
2022-02-18,"SI","JUBILACION","F","SUBTE",11679,"NO"
2022-02-18,"SI","JUBILACION","F","TOTAL",205824,"NO"
2022-02-18,"SI","JUBILACION","F","TREN",25095,"NO"
2022-02-18,"SI","JUBILACION","M","COLECTIVO",86028,"NO"
2022-02-18,"SI","JUBILACION","M","LANCHA",0,"NO"
2022-02-18,"SI","JUBILACION","M","SUBTE",6084,"NO"
2022-02-18,"SI","JUBILACION","M","TOTAL",89352,"NO"
2022-02-18,"SI","JUBILACION","M","TREN",12437,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",27157,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",1550,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",27834,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","F","TREN",5294,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",15854,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",963,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",16371,"NO"
2022-02-18,"SI","MONOTRIBUTO SOCIAL","M","TREN",3522,"NO"
2022-02-18,"SI","OTRO","F","COLECTIVO",29598,"NO"
2022-02-18,"SI","OTRO","F","LANCHA",0,"NO"
2022-02-18,"SI","OTRO","F","SUBTE",1875,"NO"
2022-02-18,"SI","OTRO","F","TOTAL",30620,"NO"
2022-02-18,"SI","OTRO","F","TREN",5852,"NO"
2022-02-18,"SI","OTRO","M","COLECTIVO",17774,"NO"
2022-02-18,"SI","OTRO","M","LANCHA",0,"NO"
2022-02-18,"SI","OTRO","M","SUBTE",1306,"NO"
2022-02-18,"SI","OTRO","M","TOTAL",18575,"NO"
2022-02-18,"SI","OTRO","M","TREN",4167,"NO"
2022-02-18,"SI","PENSION","F","COLECTIVO",69726,"NO"
2022-02-18,"SI","PENSION","F","LANCHA",0,"NO"
2022-02-18,"SI","PENSION","F","SUBTE",3576,"NO"
2022-02-18,"SI","PENSION","F","TOTAL",71454,"NO"
2022-02-18,"SI","PENSION","F","TREN",13121,"NO"
2022-02-18,"SI","PENSION","M","COLECTIVO",31144,"NO"
2022-02-18,"SI","PENSION","M","LANCHA",0,"NO"
2022-02-18,"SI","PENSION","M","SUBTE",1688,"NO"
2022-02-18,"SI","PENSION","M","TOTAL",32050,"NO"
2022-02-18,"SI","PENSION","M","TREN",6063,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",102439,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",8487,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",104842,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",25920,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",932,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",95,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",979,"NO"
2022-02-18,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",233,"NO"
2022-02-18,"SI","PROGRESAR","F","COLECTIVO",48153,"NO"
2022-02-18,"SI","PROGRESAR","F","LANCHA",0,"NO"
2022-02-18,"SI","PROGRESAR","F","SUBTE",4147,"NO"
2022-02-18,"SI","PROGRESAR","F","TOTAL",49966,"NO"
2022-02-18,"SI","PROGRESAR","F","TREN",10497,"NO"
2022-02-18,"SI","PROGRESAR","M","COLECTIVO",17479,"NO"
2022-02-18,"SI","PROGRESAR","M","LANCHA",0,"NO"
2022-02-18,"SI","PROGRESAR","M","SUBTE",1732,"NO"
2022-02-18,"SI","PROGRESAR","M","TOTAL",18371,"NO"
2022-02-18,"SI","PROGRESAR","M","TREN",4209,"NO"
2022-02-19,"NO",,,"COLECTIVO",179322,"NO"
2022-02-19,"NO",,,"LANCHA",3,"NO"
2022-02-19,"NO",,,"SUBTE",0,"NO"
2022-02-19,"NO",,,"TOTAL",179325,"NO"
2022-02-19,"NO",,,"TREN",2,"NO"
2022-02-19,"NO",,"F","COLECTIVO",90078,"NO"
2022-02-19,"NO",,"F","LANCHA",5,"NO"
2022-02-19,"NO",,"F","SUBTE",0,"NO"
2022-02-19,"NO",,"F","TOTAL",90083,"NO"
2022-02-19,"NO",,"F","TREN",1,"NO"
2022-02-19,"NO",,"M","COLECTIVO",65462,"NO"
2022-02-19,"NO",,"M","LANCHA",5,"NO"
2022-02-19,"NO",,"M","SUBTE",0,"NO"
2022-02-19,"NO",,"M","TOTAL",65467,"NO"
2022-02-19,"NO",,"M","TREN",0,"NO"
2022-02-19,"NO","AUH","F","COLECTIVO",48610,"NO"
2022-02-19,"NO","AUH","F","LANCHA",1,"NO"
2022-02-19,"NO","AUH","F","SUBTE",0,"NO"
2022-02-19,"NO","AUH","F","TOTAL",48611,"NO"
2022-02-19,"NO","AUH","F","TREN",0,"NO"
2022-02-19,"NO","AUH","M","COLECTIVO",1570,"NO"
2022-02-19,"NO","AUH","M","LANCHA",0,"NO"
2022-02-19,"NO","AUH","M","SUBTE",0,"NO"
2022-02-19,"NO","AUH","M","TOTAL",1570,"NO"
2022-02-19,"NO","AUH","M","TREN",0,"NO"
2022-02-19,"NO","JUBILACION","F","COLECTIVO",41470,"NO"
2022-02-19,"NO","JUBILACION","F","LANCHA",2,"NO"
2022-02-19,"NO","JUBILACION","F","SUBTE",0,"NO"
2022-02-19,"NO","JUBILACION","F","TOTAL",41472,"NO"
2022-02-19,"NO","JUBILACION","F","TREN",0,"NO"
2022-02-19,"NO","JUBILACION","M","COLECTIVO",20607,"NO"
2022-02-19,"NO","JUBILACION","M","LANCHA",1,"NO"
2022-02-19,"NO","JUBILACION","M","SUBTE",0,"NO"
2022-02-19,"NO","JUBILACION","M","TOTAL",20608,"NO"
2022-02-19,"NO","JUBILACION","M","TREN",0,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",4257,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",2,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",4259,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","F","TREN",1,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",2268,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",2268,"NO"
2022-02-19,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2022-02-19,"NO","OTRO","F","COLECTIVO",6640,"NO"
2022-02-19,"NO","OTRO","F","LANCHA",0,"NO"
2022-02-19,"NO","OTRO","F","SUBTE",0,"NO"
2022-02-19,"NO","OTRO","F","TOTAL",6640,"NO"
2022-02-19,"NO","OTRO","F","TREN",0,"NO"
2022-02-19,"NO","OTRO","M","COLECTIVO",3804,"NO"
2022-02-19,"NO","OTRO","M","LANCHA",0,"NO"
2022-02-19,"NO","OTRO","M","SUBTE",0,"NO"
2022-02-19,"NO","OTRO","M","TOTAL",3804,"NO"
2022-02-19,"NO","OTRO","M","TREN",0,"NO"
2022-02-19,"NO","PENSION","F","COLECTIVO",24138,"NO"
2022-02-19,"NO","PENSION","F","LANCHA",0,"NO"
2022-02-19,"NO","PENSION","F","SUBTE",0,"NO"
2022-02-19,"NO","PENSION","F","TOTAL",24138,"NO"
2022-02-19,"NO","PENSION","F","TREN",0,"NO"
2022-02-19,"NO","PENSION","M","COLECTIVO",12032,"NO"
2022-02-19,"NO","PENSION","M","LANCHA",0,"NO"
2022-02-19,"NO","PENSION","M","SUBTE",0,"NO"
2022-02-19,"NO","PENSION","M","TOTAL",12032,"NO"
2022-02-19,"NO","PENSION","M","TREN",0,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",15498,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",15498,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",150,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",150,"NO"
2022-02-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2022-02-19,"NO","PROGRESAR","F","COLECTIVO",14336,"NO"
2022-02-19,"NO","PROGRESAR","F","LANCHA",1,"NO"
2022-02-19,"NO","PROGRESAR","F","SUBTE",0,"NO"
2022-02-19,"NO","PROGRESAR","F","TOTAL",14337,"NO"
2022-02-19,"NO","PROGRESAR","F","TREN",0,"NO"
2022-02-19,"NO","PROGRESAR","M","COLECTIVO",6288,"NO"
2022-02-19,"NO","PROGRESAR","M","LANCHA",0,"NO"
2022-02-19,"NO","PROGRESAR","M","SUBTE",0,"NO"
2022-02-19,"NO","PROGRESAR","M","TOTAL",6288,"NO"
2022-02-19,"NO","PROGRESAR","M","TREN",0,"NO"
2022-02-19,"SI",,,"COLECTIVO",735929,"NO"
2022-02-19,"SI",,,"LANCHA",0,"NO"
2022-02-19,"SI",,,"SUBTE",84853,"NO"
2022-02-19,"SI",,,"TOTAL",798285,"NO"
2022-02-19,"SI",,,"TREN",128396,"NO"
2022-02-19,"SI",,"F","COLECTIVO",368839,"NO"
2022-02-19,"SI",,"F","LANCHA",0,"NO"
2022-02-19,"SI",,"F","SUBTE",36924,"NO"
2022-02-19,"SI",,"F","TOTAL",394748,"NO"
2022-02-19,"SI",,"F","TREN",61751,"NO"
2022-02-19,"SI",,"M","COLECTIVO",311543,"NO"
2022-02-19,"SI",,"M","LANCHA",0,"NO"
2022-02-19,"SI",,"M","SUBTE",35018,"NO"
2022-02-19,"SI",,"M","TOTAL",336252,"NO"
2022-02-19,"SI",,"M","TREN",62088,"NO"
2022-02-19,"SI","AUH","F","COLECTIVO",160148,"NO"
2022-02-19,"SI","AUH","F","LANCHA",0,"NO"
2022-02-19,"SI","AUH","F","SUBTE",5743,"NO"
2022-02-19,"SI","AUH","F","TOTAL",163400,"NO"
2022-02-19,"SI","AUH","F","TREN",24490,"NO"
2022-02-19,"SI","AUH","M","COLECTIVO",7076,"NO"
2022-02-19,"SI","AUH","M","LANCHA",0,"NO"
2022-02-19,"SI","AUH","M","SUBTE",345,"NO"
2022-02-19,"SI","AUH","M","TOTAL",7276,"NO"
2022-02-19,"SI","AUH","M","TREN",1292,"NO"
2022-02-19,"SI","JUBILACION","F","COLECTIVO",131633,"NO"
2022-02-19,"SI","JUBILACION","F","LANCHA",0,"NO"
2022-02-19,"SI","JUBILACION","F","SUBTE",6466,"NO"
2022-02-19,"SI","JUBILACION","F","TOTAL",135669,"NO"
2022-02-19,"SI","JUBILACION","F","TREN",14142,"NO"
2022-02-19,"SI","JUBILACION","M","COLECTIVO",58340,"NO"
2022-02-19,"SI","JUBILACION","M","LANCHA",0,"NO"
2022-02-19,"SI","JUBILACION","M","SUBTE",2907,"NO"
2022-02-19,"SI","JUBILACION","M","TOTAL",60202,"NO"
2022-02-19,"SI","JUBILACION","M","TREN",6736,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",19097,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",917,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",19656,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","F","TREN",3140,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",11863,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",648,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",12243,"NO"
2022-02-19,"SI","MONOTRIBUTO SOCIAL","M","TREN",2053,"NO"
2022-02-19,"SI","OTRO","F","COLECTIVO",21589,"NO"
2022-02-19,"SI","OTRO","F","LANCHA",0,"NO"
2022-02-19,"SI","OTRO","F","SUBTE",1157,"NO"
2022-02-19,"SI","OTRO","F","TOTAL",22318,"NO"
2022-02-19,"SI","OTRO","F","TREN",3454,"NO"
2022-02-19,"SI","OTRO","M","COLECTIVO",13566,"NO"
2022-02-19,"SI","OTRO","M","LANCHA",0,"NO"
2022-02-19,"SI","OTRO","M","SUBTE",807,"NO"
2022-02-19,"SI","OTRO","M","TOTAL",14097,"NO"
2022-02-19,"SI","OTRO","M","TREN",2457,"NO"
2022-02-19,"SI","PENSION","F","COLECTIVO",50483,"NO"
2022-02-19,"SI","PENSION","F","LANCHA",0,"NO"
2022-02-19,"SI","PENSION","F","SUBTE",2017,"NO"
2022-02-19,"SI","PENSION","F","TOTAL",51669,"NO"
2022-02-19,"SI","PENSION","F","TREN",7380,"NO"
2022-02-19,"SI","PENSION","M","COLECTIVO",23006,"NO"
2022-02-19,"SI","PENSION","M","LANCHA",0,"NO"
2022-02-19,"SI","PENSION","M","SUBTE",978,"NO"
2022-02-19,"SI","PENSION","M","TOTAL",23618,"NO"
2022-02-19,"SI","PENSION","M","TREN",3402,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",61835,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",3572,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",63523,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",10979,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",641,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",60,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",675,"NO"
2022-02-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",124,"NO"
2022-02-19,"SI","PROGRESAR","F","COLECTIVO",37465,"NO"
2022-02-19,"SI","PROGRESAR","F","LANCHA",0,"NO"
2022-02-19,"SI","PROGRESAR","F","SUBTE",2536,"NO"
2022-02-19,"SI","PROGRESAR","F","TOTAL",38845,"NO"
2022-02-19,"SI","PROGRESAR","F","TREN",6440,"NO"
2022-02-19,"SI","PROGRESAR","M","COLECTIVO",13924,"NO"
2022-02-19,"SI","PROGRESAR","M","LANCHA",0,"NO"
2022-02-19,"SI","PROGRESAR","M","SUBTE",1197,"NO"
2022-02-19,"SI","PROGRESAR","M","TOTAL",14548,"NO"
2022-02-19,"SI","PROGRESAR","M","TREN",2621,"NO"
2022-02-20,"NO",,,"COLECTIVO",104898,"NO"
2022-02-20,"NO",,,"LANCHA",4,"NO"
2022-02-20,"NO",,,"SUBTE",0,"NO"
2022-02-20,"NO",,,"TOTAL",104903,"NO"
2022-02-20,"NO",,,"TREN",1,"NO"
2022-02-20,"NO",,"F","COLECTIVO",48223,"NO"
2022-02-20,"NO",,"F","LANCHA",4,"NO"
2022-02-20,"NO",,"F","SUBTE",0,"NO"
2022-02-20,"NO",,"F","TOTAL",48227,"NO"
2022-02-20,"NO",,"F","TREN",0,"NO"
2022-02-20,"NO",,"M","COLECTIVO",38971,"NO"
2022-02-20,"NO",,"M","LANCHA",2,"NO"
2022-02-20,"NO",,"M","SUBTE",0,"NO"
2022-02-20,"NO",,"M","TOTAL",38973,"NO"
2022-02-20,"NO",,"M","TREN",0,"NO"
2022-02-20,"NO","AUH","F","COLECTIVO",28532,"NO"
2022-02-20,"NO","AUH","F","LANCHA",0,"NO"
2022-02-20,"NO","AUH","F","SUBTE",0,"NO"
2022-02-20,"NO","AUH","F","TOTAL",28532,"NO"
2022-02-20,"NO","AUH","F","TREN",0,"NO"
2022-02-20,"NO","AUH","M","COLECTIVO",900,"NO"
2022-02-20,"NO","AUH","M","LANCHA",0,"NO"
2022-02-20,"NO","AUH","M","SUBTE",0,"NO"
2022-02-20,"NO","AUH","M","TOTAL",900,"NO"
2022-02-20,"NO","AUH","M","TREN",0,"NO"
2022-02-20,"NO","JUBILACION","F","COLECTIVO",23618,"NO"
2022-02-20,"NO","JUBILACION","F","LANCHA",0,"NO"
2022-02-20,"NO","JUBILACION","F","SUBTE",0,"NO"
2022-02-20,"NO","JUBILACION","F","TOTAL",23618,"NO"
2022-02-20,"NO","JUBILACION","F","TREN",0,"NO"
2022-02-20,"NO","JUBILACION","M","COLECTIVO",11533,"NO"
2022-02-20,"NO","JUBILACION","M","LANCHA",0,"NO"
2022-02-20,"NO","JUBILACION","M","SUBTE",0,"NO"
2022-02-20,"NO","JUBILACION","M","TOTAL",11533,"NO"
2022-02-20,"NO","JUBILACION","M","TREN",0,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",2392,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",2392,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",1403,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",1,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",1404,"NO"
2022-02-20,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2022-02-20,"NO","OTRO","F","COLECTIVO",3828,"NO"
2022-02-20,"NO","OTRO","F","LANCHA",0,"NO"
2022-02-20,"NO","OTRO","F","SUBTE",0,"NO"
2022-02-20,"NO","OTRO","F","TOTAL",3828,"NO"
2022-02-20,"NO","OTRO","F","TREN",0,"NO"
2022-02-20,"NO","OTRO","M","COLECTIVO",2427,"NO"
2022-02-20,"NO","OTRO","M","LANCHA",0,"NO"
2022-02-20,"NO","OTRO","M","SUBTE",0,"NO"
2022-02-20,"NO","OTRO","M","TOTAL",2427,"NO"
2022-02-20,"NO","OTRO","M","TREN",0,"NO"
2022-02-20,"NO","PENSION","F","COLECTIVO",14327,"NO"
2022-02-20,"NO","PENSION","F","LANCHA",0,"NO"
2022-02-20,"NO","PENSION","F","SUBTE",0,"NO"
2022-02-20,"NO","PENSION","F","TOTAL",14327,"NO"
2022-02-20,"NO","PENSION","F","TREN",0,"NO"
2022-02-20,"NO","PENSION","M","COLECTIVO",7399,"NO"
2022-02-20,"NO","PENSION","M","LANCHA",0,"NO"
2022-02-20,"NO","PENSION","M","SUBTE",0,"NO"
2022-02-20,"NO","PENSION","M","TOTAL",7399,"NO"
2022-02-20,"NO","PENSION","M","TREN",0,"NO"
2022-02-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",6776,"NO"
2022-02-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2022-02-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2022-02-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",6776,"NO"
2022-02-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"NO"
2022-02-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",74,"NO"
